"group_id","SPI","ISR","Ecc_X_1","Ecc_Y_1","Ecc_X_2","Ecc_Y_2","low_PGA","mid_PGA","high_PGA","low_IDR_frame","mid_IDR_frame","high_IDR_frame","low_IDR_masonry","mid_IDR_masonry","high_IDR_masonry","low_damage_frame","mid_damage_frame","high_damage_frame","low_damage_masonry","mid_damage_masonry","high_damage_masonry","low_damage_global","mid_damage_global","high_damage_global","sequence_frame","sequence_masonry","sequence_global","controller_sequence"
"11","6","1.0","0.0","0.1357","0.0","0.0","18.0","50.0","125.0","0.0002170766666666","0.0007173066666666","0.0026406444444444","0.00024155","0.0006974166666666","0.0019224666666666","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"12","6","1.0","0.0","0.2221","0.0","0.0","18.0","50.0","125.0","0.000201654","0.0006736711111111","0.0026182222222222","0.000249297","0.0007196966666666","0.00185453","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"13","6","1.0","0.0709","0.0789","0.0","0.0","18.0","50.0","125.0","0.0002216335555555","0.0007000555555555","0.0026654","0.0002533436666666","0.0007069766666666","0.00188048","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"14","6","1.0","0.0728","0.0","0.0","0.0","18.0","50.0","125.0","0.0002276577777777","0.0006972044444444","0.0026363111111111","0.0002547476666666","0.0007144533333333","0.0019316233333333","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"15","6","1.0","0.1122","0.0","0.0","0.0","18.0","50.0","125.0","0.0002245488888888","0.0007222666666666","0.0027129111111111","0.000262667","0.0007111033333333","0.0020763","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"16","6","1.0","0.1343","0.1509","0.0","0.0","18.0","50.0","125.0","0.0002072091111111","0.0007033577777777","0.0027192444444444","0.0002543943333333","0.00069126","0.0020398966666666","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"17","6","1.0","0.1838","0.0","0.0","0.0","18.0","50.0","125.0","0.0002344844444444","0.0007863511111111","0.0027404888888888","0.000261652","0.0007376666666666","0.00202651","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"18","6","1.0","0.2592","0.3085","0.0","0.0","18.0","50.0","125.0","0.0002223844444444","0.0007112955555555","0.0026311777777777","0.000245668","0.0006980066666666","0.0018549766666666","0","0","2","0","1","2","0","1","2","0/0/2","0/1/2","0/1/2","tie/masonry/tie"
"19","6","2.5","0.0","0.0","0.0","0.0","18.0","50.0","125.0","0.0004423977777777","0.0013979644444444","0.0045988222222222","0.0001727","0.0004421233333333","0.00116339","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"20","6","2.5","0.0","0.0","0.0","0.0727","18.0","50.0","125.0","0.0004482311111111","0.0014276688888888","0.0047317555555555","0.0001785353333333","0.00045301","0.0011635066666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"21","6","2.5","0.0","0.0","0.0","0.1468","18.0","50.0","125.0","0.00044576","0.0014249911111111","0.0047319333333333","0.000174252","0.0004412566666666","0.0011673733333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"22","6","2.5","0.0","0.0","0.0","0.2146","18.0","50.0","125.0","0.0004426955555555","0.0013978444444444","0.0046735333333333","0.000169481","0.0004533633333333","0.0011922033333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"23","6","2.5","0.0","0.0","0.0257","0.1235","18.0","50.0","125.0","0.0004529222222222","0.00142732","0.0046718","0.0001673216666666","0.0004471766666666","0.0011976066666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"24","6","2.5","0.0","0.0","0.0342","0.086","18.0","50.0","125.0","0.00045424","0.0014160755555555","0.0046907777777777","0.0001681976666666","0.0004530933333333","0.0011388966666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"25","6","2.5","0.0","0.0","0.048","0.2011","18.0","50.0","125.0","0.0004291066666666","0.0013626","0.004627","0.0001702193333333","0.00046916","0.0012996833333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"26","6","2.5","0.0","0.0","0.0682","0.0","18.0","50.0","125.0","0.0004397333333333","0.0014161355555555","0.0046614222222222","0.0001878933333333","0.0004891066666666","0.0012742233333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"27","6","2.5","0.0","0.0","0.0872","0.0","18.0","50.0","125.0","0.0004487355555555","0.0014133066666666","0.0047083777777777","0.000171217","0.00044752","0.0011376766666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"28","6","2.5","0.0","0.0","0.1125","0.0","18.0","50.0","125.0","0.0004368377777777","0.0013652555555555","0.0045517777777777","0.0001873576666666","0.00050322","0.0013156833333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"29","6","2.5","0.0","0.0542","0.0","0.0","18.0","50.0","125.0","0.0004406177777777","0.0014113377777777","0.0046155777777777","0.000170781","0.0004409933333333","0.0011562633333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"30","6","2.5","0.0","0.0969","0.0","0.0","18.0","50.0","125.0","0.0004382911111111","0.0013954111111111","0.004616","0.0001678023333333","0.0004475066666666","0.0011696633333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"31","6","2.5","0.0","0.1646","0.0","0.0","18.0","50.0","125.0","0.0004335355555555","0.0013618844444444","0.0044244222222222","0.0001794013333333","0.0004458166666666","0.00120019","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"32","6","2.5","0.0407","0.072","0.0","0.0","18.0","50.0","125.0","0.0004391333333333","0.0014002444444444","0.0046186","0.000178195","0.0004943733333333","0.00134099","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"33","6","2.5","0.0413","0.0","0.0","0.0","18.0","50.0","125.0","0.00044012","0.0014001044444444","0.0046273111111111","0.0001796406666666","0.0004875533333333","0.00133859","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"34","6","2.5","0.0805","0.1123","0.0","0.0","18.0","50.0","125.0","0.0004357511111111","0.0014122533333333","0.0045829111111111","0.0001895886666666","0.0005680033333333","0.0014952433333333","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"35","6","2.5","0.0832","0.0","0.0","0.0","18.0","50.0","125.0","0.0004439955555555","0.0014029466666666","0.0046252666666666","0.0001946956666666","0.00059011","0.0015189166666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"36","6","2.5","0.1346","0.0","0.0","0.0","18.0","50.0","125.0","0.0004376822222222","0.0013701444444444","0.0046400888888888","0.000194296","0.0005729433333333","0.0014828566666666","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"37","6","2.5","0.1583","0.2536","0.0","0.0","18.0","50.0","125.0","0.0004216444444444","0.0013448866666666","0.0044465777777777","0.0001895396666666","0.0005301666666666","0.00148728","0","1","2","0","1","2","0","1","2","0/1/2","0/1/2","0/1/2","tie/tie/tie"
"38","7","1.0","0.0","0.0","0.0","0.0","35.0","100.0","220.0","0.0005877155555555","0.0020847088888888","0.0064446666666666","0.0004545666666666","0.0016416533333333","0.0035906","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"39","7","1.0","0.0","0.0","0.0","0.0744","35.0","100.0","220.0","0.0005578066666666","0.0020976955555555","0.0067426222222222","0.0004686633333333","0.0014826533333333","0.00305597","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"40","7","1.0","0.0","0.0","0.0","0.1475","35.0","100.0","220.0","0.0005443133333333","0.00212344","0.0067039777777777","0.0004643166666666","0.0014676466666666","0.0030437933333333","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"41","7","1.0","0.0","0.0","0.0","0.2159","35.0","100.0","220.0","0.0005249577777777","0.0019722755555555","0.0064818888888888","0.0004366266666666","0.00154612","0.0031533566666666","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"42","7","1.0","0.0","0.0","0.0233","0.1249","35.0","100.0","220.0","0.0005379933333333","0.0021641911111111","0.0067198","0.00043753","0.00146331","0.0030876266666666","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"43","7","1.0","0.0","0.0","0.0339","0.0879","35.0","100.0","220.0","0.0005339711111111","0.0021652511111111","0.0067192444444444","0.0004424066666666","0.0014407466666666","0.0030845566666666","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"44","7","1.0","0.0","0.0","0.0509","0.2034","35.0","100.0","220.0","0.0005274222222222","0.0021006711111111","0.0066431111111111","0.0004556433333333","0.0015416833333333","0.0035385","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"45","7","1.0","0.0","0.0","0.0685","0.0","35.0","100.0","220.0","0.0005151755555555","0.0020999333333333","0.0066258222222222","0.0004911033333333","0.0014210766666666","0.0031069166666666","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"46","7","1.0","0.0","0.0","0.0896","0.0","35.0","100.0","220.0","0.0005316488888888","0.0021363933333333","0.0066461333333333","0.00044503","0.0014316233333333","0.0029441466666666","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"47","7","1.0","0.0","0.0","0.1124","0.0","35.0","100.0","220.0","0.0005009955555555","0.0019181955555555","0.0062624","0.0005011366666666","0.0015070166666666","0.0033586","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"48","7","1.0","0.0","0.0766","0.0","0.0","35.0","100.0","220.0","0.0005409933333333","0.0021235577777777","0.0066286444444444","0.0004511466666666","0.0014534866666666","0.0029249866666666","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"49","7","1.0","0.0","0.1357","0.0","0.0","35.0","100.0","220.0","0.0005285755555555","0.0020586088888888","0.0065864444444444","0.0004384266666666","0.0014335266666666","0.0029223633333333","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"50","7","1.0","0.0709","0.0789","0.0","0.0","35.0","100.0","220.0","0.0005417","0.0021254066666666","0.0066290444444444","0.0004515133333333","0.00142783","0.0033167366666666","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"51","7","1.0","0.0728","0.0","0.0","0.0","35.0","100.0","220.0","0.0005460755555555","0.0020638066666666","0.0066591555555555","0.0004508666666666","0.0014813133333333","0.0032744833333333","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"52","7","1.0","0.1122","0.0","0.0","0.0","35.0","100.0","220.0","0.0005557511111111","0.0021018822222222","0.0067073777777777","0.0004549166666666","0.0015920666666666","0.0036384333333333","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"53","7","1.0","0.1343","0.1509","0.0","0.0","35.0","100.0","220.0","0.0005488022222222","0.0020683288888888","0.0066064222222222","0.0004396533333333","0.0015333566666666","0.0036105333333333","0","1","2","1","2","2","1","2","2","0/1/2","1/2/2","1/2/2","masonry/masonry/tie"
"54","7","1.0","0.1837","0.0","0.0","0.0","35.0","100.0","220.0","0.0005763377777777","0.0021726177777777","0.0068245777777777","0.0004590933333333","0.0015617266666666","0.0040042333333333","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"55","7","1.0","0.2592","0.3085","0.0","0.0","35.0","100.0","220.0","0.0005214488888888","0.0020188066666666","0.0070800888888888","0.0004464766666666","0.00139477","0.0039221","0","1","3","1","2","2","1","2","3","0/1/3","1/2/2","1/2/3","masonry/masonry/frame"
"56","7","2.5","0.0","0.0","0.0","0.0","35.0","100.0","220.0","0.0009366222222222","0.0033493333333333","0.0086918444444444","0.000286415","0.0009237733333333","0.0021520066666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"57","7","2.5","0.0","0.0","0.0","0.0741","35.0","100.0","220.0","0.0009486688888888","0.0035834222222222","0.0090005111111111","0.0002924163333333","0.0009134433333333","0.0022066366666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"58","7","2.5","0.0","0.0","0.0","0.1471","35.0","100.0","220.0","0.0009428266666666","0.0035332","0.0089346888888888","0.0002843326666666","0.00092629","0.0021998733333333","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"59","7","2.5","0.0","0.0","0.0","0.2159","35.0","100.0","220.0","0.0009289266666666","0.0035126222222222","0.0089382","0.0002722553333333","0.0009274766666666","0.0023039966666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"60","7","2.5","0.0","0.0","0.0233","0.1249","35.0","100.0","220.0","0.0009264777777777","0.0035456666666666","0.0089804222222222","0.0002872976666666","0.0009363833333333","0.00226852","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"61","7","2.5","0.0","0.0","0.0339","0.0879","35.0","100.0","220.0","0.0009308044444444","0.0035678444444444","0.0089986444444444","0.0002881293333333","0.0009172733333333","0.0022398933333333","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"62","7","2.5","0.0","0.0","0.0509","0.2034","35.0","100.0","220.0","0.0009209644444444","0.0034988","0.0089194222222222","0.0003007813333333","0.0009754566666666","0.00246372","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"63","7","2.5","0.0","0.0","0.0779","0.0","35.0","100.0","220.0","0.0009497044444444","0.0035617333333333","0.0089706888888888","0.000318238","0.0010109033333333","0.0023749433333333","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"64","7","2.5","0.0","0.0","0.0883","0.0","35.0","100.0","220.0","0.0009321888888888","0.0035605333333333","0.008957","0.0002798436666666","0.0009039966666666","0.00224484","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"65","7","2.5","0.0","0.0","0.1294","0.0","35.0","100.0","220.0","0.0009225666666666","0.0035399333333333","0.0088659333333333","0.0003208583333333","0.0010047633333333","0.0024045033333333","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"66","7","2.5","0.0","0.0542","0.0","0.0","35.0","100.0","220.0","0.0009314288888888","0.0035158","0.0088708444444444","0.0002845596666666","0.0008986333333333","0.0022493366666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"67","7","2.5","0.0","0.0969","0.0","0.0","35.0","100.0","220.0","0.0009287822222222","0.0034851111111111","0.0088590666666666","0.000281945","0.00092234","0.0022979266666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"68","7","2.5","0.0","0.1646","0.0","0.0","35.0","100.0","220.0","0.0009291488888888","0.0034172888888888","0.0087302222222222","0.00029812","0.0009084633333333","0.0022778433333333","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"69","7","2.5","0.0407","0.072","0.0","0.0","35.0","100.0","220.0","0.0009339955555555","0.0034905555555555","0.0088610444444444","0.000322393","0.0010063033333333","0.0024883866666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"70","7","2.5","0.0413","0.0","0.0","0.0","35.0","100.0","220.0","0.0009211377777777","0.0032999333333333","0.0086536666666666","0.000317326","0.0010424266666666","0.0023629566666666","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"71","7","2.5","0.0805","0.1123","0.0","0.0","35.0","100.0","220.0","0.0009261488888888","0.0035168222222222","0.0089099777777777","0.0003723466666666","0.0011274166666666","0.0027512766666666","0","2","3","0","2","2","0","2","3","0/2/3","0/2/2","0/2/3","tie/tie/frame"
"72","7","2.5","0.0832","0.0","0.0","0.0","35.0","100.0","220.0","0.00092748","0.0033642444444444","0.0086335111111111","0.00037476","0.0011577833333333","0.0025964666666666","0","2","3","0","2","2","0","2","3","0/2/3","0/2/2","0/2/3","tie/tie/frame"
"73","7","2.5","0.1346","0.0","0.0","0.0","35.0","100.0","220.0","0.0009149466666666","0.0034671777777777","0.0088310222222222","0.0003914566666666","0.0011075833333333","0.0031281","0","2","3","0","1","2","0","2","3","0/2/3","0/1/2","0/2/3","tie/frame/frame"
"74","7","2.5","0.1583","0.2536","0.0","0.0","35.0","100.0","220.0","0.0008823622222222","0.0034025111111111","0.0090778666666666","0.0003710833333333","0.0011322433333333","0.0032080633333333","0","2","3","0","2","2","0","2","3","0/2/3","0/2/2","0/2/3","tie/tie/frame"
"75","8","1.0","0.0","0.0","0.0","0.0","70.0","200.0","400.0","0.0011205733333333","0.0047030222222222","0.0095686666666666","0.0011097466666666","0.00325543","0.0125473","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"76","8","1.0","0.0","0.0","0.0","0.0942","70.0","200.0","400.0","0.0011116688888888","0.0046084444444444","0.0094982222222222","0.0011463433333333","0.0034217333333333","0.012511","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"77","8","1.0","0.0","0.0","0.0","0.1478","70.0","200.0","400.0","0.00109632","0.0045886222222222","0.0094073555555555","0.0011366366666666","0.0034549333333333","0.0127560666666667","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"78","8","1.0","0.0","0.0","0.0","0.2061","70.0","200.0","400.0","0.0010911555555555","0.0044902666666666","0.0093565333333333","0.0011294233333333","0.0035924333333333","0.0136629333333333","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"79","8","1.0","0.0","0.0","0.032","0.1162","70.0","200.0","400.0","0.0010811266666666","0.0045868666666666","0.0094210888888888","0.00112943","0.0036014333333333","0.0137324666666667","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"80","8","1.0","0.0","0.0","0.0372","0.0851","70.0","200.0","400.0","0.0010703644444444","0.0045923333333333","0.0094524666666666","0.00113055","0.0035362333333333","0.0133898333333333","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"81","8","1.0","0.0","0.0","0.0511","0.2129","70.0","200.0","400.0","0.0010414511111111","0.0044983555555555","0.0093104666666666","0.0011854733333333","0.0041409666666666","0.0138925","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"82","8","1.0","0.0","0.0","0.0776","0.0","70.0","200.0","400.0","0.0010909266666666","0.0045952666666666","0.0094992222222222","0.0010894533333333","0.0033896333333333","0.0133369333333333","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"83","8","1.0","0.0","0.0","0.0781","0.0","70.0","200.0","400.0","0.0010442955555555","0.0045228444444444","0.0092723777777777","0.0011013833333333","0.0035339666666666","0.0128574","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"84","8","1.0","0.0","0.0","0.1283","0.0","70.0","200.0","400.0","0.0010208288888888","0.0043261111111111","0.0090402444444444","0.0011370233333333","0.0037696333333333","0.0131939333333333","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"85","8","1.0","0.0","0.0768","0.0","0.0","70.0","200.0","400.0","0.0010747622222222","0.0046098888888888","0.0095623777777777","0.0011267666666666","0.0033625666666666","0.0125516333333333","0","2","3","2","2","4","2","2","4","0/2/3","2/2/4","2/2/4","masonry/tie/masonry"
"86","8","1.0","0.0","0.1344","0.0","0.0","70.0","200.0","400.0","0.0010150111111111","0.0045476888888888","0.0097497333333333","0.0010981433333333","0.00329874","0.0122524","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"87","8","1.0","0.0","0.2225","0.0","0.0","70.0","200.0","400.0","0.0009128466666666","0.0046106888888888","0.0095053555555555","0.0010556066666666","0.00330967","0.0123510666666667","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"88","8","1.0","0.0684","0.0773","0.0","0.0","70.0","200.0","400.0","0.0010161888888888","0.0046029111111111","0.0097305111111111","0.00108016","0.0035346333333333","0.0127107666666667","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"89","8","1.0","0.0725","0.0","0.0","0.0","70.0","200.0","400.0","0.0010498555555555","0.0046864222222222","0.0099387555555555","0.0010483166666666","0.0034461333333333","0.0127324666666667","0","2","3","1","2","4","1","2","4","0/2/3","1/2/4","1/2/4","masonry/tie/masonry"
"90","8","1.0","0.1148","0.0","0.0","0.0","70.0","200.0","400.0","0.0010857244444444","0.0046121333333333","0.0100279777777778","0.0010968","0.0036978333333333","0.0126357666666667","0","2","4","1","2","4","1","2","4","0/2/4","1/2/4","1/2/4","masonry/tie/tie"
"91","8","1.0","0.1814","0.0","0.0","0.0","70.0","200.0","400.0","0.0011371888888888","0.0045484666666666","0.0106884","0.0011267333333333","0.0038731666666666","0.0131086333333333","0","2","4","2","2","4","2","2","4","0/2/4","2/2/4","2/2/4","masonry/tie/tie"
"92","8","1.0","0.2168","0.1803","0.0","0.0","70.0","200.0","400.0","0.0010424511111111","0.004567","0.0108535333333333","0.0010843533333333","0.0036968333333333","0.0129164","0","2","4","1","2","4","1","2","4","0/2/4","1/2/4","1/2/4","masonry/tie/tie"
"93","8","1.0","0.2541","0.3054","0.0","0.0","70.0","200.0","400.0","0.0009710355555555","0.0044487555555555","0.0107823777777778","0.0009999233333333","0.0035285","0.0128227666666667","0","2","4","1","2","4","1","2","4","0/2/4","1/2/4","1/2/4","masonry/tie/tie"
"94","8","2.0","0.0","0.0","0.0","0.0","70.0","200.0","400.0","0.0016433822222222","0.0063415777777777","0.0122496444444444","0.0008941566666666","0.0027219566666666","0.0119296666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"95","8","2.0","0.0","0.0","0.0","0.096","70.0","200.0","400.0","0.0015837066666666","0.0061264","0.0115714444444444","0.0009177933333333","0.00314492","0.0126763333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"96","8","2.0","0.0","0.0","0.0","0.1497","70.0","200.0","400.0","0.0016250222222222","0.0063059333333333","0.0121319777777778","0.0009085533333333","0.0030070866666666","0.0124489666666667","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"97","8","2.0","0.0","0.0","0.0","0.205","70.0","200.0","400.0","0.0015623888888888","0.0060033777777777","0.0113976222222222","0.00091908","0.00322339","0.0136301333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
"98","8","2.0","0.0","0.0","0.0323","0.1159","70.0","200.0","400.0","0.0016041088888888","0.0061599555555555","0.0117321111111111","0.00091516","0.0030760266666666","0.0135858333333333","1","2","4","1","2","4","1","2","4","1/2/4","1/2/4","1/2/4","tie/tie/tie"
