"SPI","ISR","Ecc_X_1","Ecc_Y_1","Ecc_X_2","Ecc_Y_2","PGA","IDR_frame","IDR_masonry"
"8","1","0","0","0","0.1478","200","0.00458862222222222","0.00345493333333333"
"8","1","0","0","0","0.1478","400","0.00940735555555556","0.0127560666666667"
"8","1","0","0","0","0.1478","70","0.00109632","0.00113663666666667"
"8","1","0","0","0","0.2061","200","0.00449026666666667","0.00359243333333333"
"8","1","0","0","0","0.2061","400","0.00935653333333333","0.0136629333333333"
"8","1","0","0","0","0.2061","70","0.00109115555555556","0.00112942333333333"
"8","1","0","0","0","0.0942","200","0.00460844444444444","0.00342173333333333"
"8","1","0","0","0","0.0942","400","0.00949822222222222","0.012511"
"8","1","0","0","0","0.0942","70","0.00111166888888889","0.00114634333333333"
"8","1","0","0","0","0","200","0.00470302222222222","0.00325543"
"8","1","0","0","0","0","400","0.00956866666666667","0.0125473"
"8","1","0","0","0","0","70","0.00112057333333333","0.00110974666666667"
"8","2","0.0463","0.0573","0","0","200","0.00584015555555556","0.00326492"
"8","2","0.0463","0.0573","0","0","400","0.0110577111111111","0.0127904"
"8","2","0.0463","0.0573","0","0","70","0.00153251777777778","0.000919556666666667"
"8","2","0.047","0","0","0","200","0.00626775555555556","0.00289622666666667"
"8","2","0.047","0","0","0","400","0.0121107111111111","0.0120532333333333"
"8","2","0.047","0","0","0","70","0.00159307111111111","0.000881383333333333"
"8","2","0.0961","0","0","0","200","0.00622591111111111","0.00315549333333333"
"8","2","0.0961","0","0","0","400","0.0122144","0.0121751333333333"
"8","2","0.0961","0","0","0","70","0.00160992666666667","0.000941136666666667"
"8","2","0.1478","0.1239","0","0","200","0.00621046666666667","0.00339703333333333"
"8","2","0.1478","0.1239","0","0","400","0.0123571111111111","0.0120683666666667"
"8","2","0.1478","0.1239","0","0","70","0.00159350444444444","0.000939766666666667"
"8","2","0.1521","0","0","0","200","0.00634257777777778","0.00339736666666667"
"8","2","0.1521","0","0","0","400","0.0126671777777778","0.0120843333333333"
"8","2","0.1521","0","0","0","70","0.00162122666666667","0.000939953333333333"
"8","2","0.1772","0.244","0","0","200","0.00604233333333333","0.0033532"
"8","2","0.1772","0.244","0","0","400","0.0119053777777778","0.0126233"
"8","2","0.1772","0.244","0","0","70","0.00149945333333333","0.000877606666666667"
"8","2","0","0.0477","0","0","200","0.00601535555555556","0.00300998333333333"
"8","2","0","0.0477","0","0","400","0.0114568444444444","0.0125256666666667"
"8","2","0","0.0477","0","0","70","0.00160071333333333","0.000905616666666667"
"8","2","0","0.0845","0","0","200","0.00603788888888889","0.00298030333333333"
"8","2","0","0.0845","0","0","400","0.0114553333333333","0.012462"
"8","2","0","0.0845","0","0","70","0.00159731777777778","0.0008863"
"8","2","0","0.1644","0","0","200","0.00604773333333333","0.00288235333333333"
"8","2","0","0.1644","0","0","400","0.0118613111111111","0.0119584666666667"
"8","2","0","0.1644","0","0","70","0.00157789777777778","0.000831623333333333"
"8","2","0","0","0.0323","0.1159","200","0.00615995555555556","0.00307602666666667"
"8","2","0","0","0.0323","0.1159","400","0.0117321111111111","0.0135858333333333"
"8","2","0","0","0.0323","0.1159","70","0.00160410888888889","0.00091516"
"8","2","0","0","0.0375","0.0849","200","0.00618035555555555","0.0030216"
"8","2","0","0","0.0375","0.0849","400","0.0117961555555556","0.0132806333333333"
"8","2","0","0","0.0375","0.0849","70","0.00160390666666667","0.00090426"
"8","2","0","0","0.0514","0.2123","200","0.00601195555555556","0.00362543333333333"
"8","2","0","0","0.0514","0.2123","400","0.0115051555555556","0.0139175"
"8","2","0","0","0.0514","0.2123","70","0.00157075777777778","0.00097305"
"8","2","0","0","0.078","0","200","0.00627382222222222","0.00307455666666667"
"8","2","0","0","0.078","0","400","0.0119132","0.0126254666666667"
"8","2","0","0","0.078","0","70","0.00161444444444444","0.000898756666666667"
"8","2","0","0","0.0798","0","200","0.006063","0.00311391"
"8","2","0","0","0.0798","0","400","0.0114243111111111","0.0140317666666667"
"8","2","0","0","0.0798","0","70","0.00160299777777778","0.000906966666666667"
"8","2","0","0","0.1281","0","200","0.00505315555555556","0.00260569666666667"
"8","2","0","0","0.1281","0","400","0.0102364666666667","0.00838513333333333"
"8","2","0","0","0.1281","0","70","0.00127656444444444","0.000771873333333333"
"8","2","0","0","0","0.096","200","0.0061264","0.00314492"
"8","2","0","0","0","0.096","400","0.0115714444444444","0.0126763333333333"
"8","2","0","0","0","0.096","70","0.00158370666666667","0.000917793333333333"
"8","2","0","0","0","0.1497","200","0.00630593333333333","0.00300708666666667"
"8","2","0","0","0","0.1497","400","0.0121319777777778","0.0124489666666667"
"8","2","0","0","0","0.1497","70","0.00162502222222222","0.000908553333333333"
"8","2","0","0","0","0.205","200","0.00600337777777778","0.00322339"
"8","2","0","0","0","0.205","400","0.0113976222222222","0.0136301333333333"
"8","2","0","0","0","0.205","70","0.00156238888888889","0.00091908"
"8","2","0","0","0","0","200","0.00634157777777778","0.00272195666666667"
"8","2","0","0","0","0","400","0.0122496444444444","0.0119296666666667"
"8","2","0","0","0","0","70","0.00164338222222222","0.000894156666666667"
